,原句,第一个词,第二个词,tag,第一个词位置,第二个词位置
211,罗马 数学家 用来 确定 年代 的 主要 方法 是 以 两位 执政官 的 名字 命名 。,方法,数学家,10,7,1
212,他 逃离 抢劫 时 把 现金 塞进 衬衫 里,现金,衬衫,6,5,7
213,这个 不法 分子 向 我们 的 社会 输出 恐怖主义,恐怖主义,社会,6,8,6
214,一个人 用 雪鞋 在 坚实 的 地面 上 行走 ， 恢复 了 大致 相等 的 运动 。,一个人,雪鞋,11,0,2
215,dyna-cam 发动机 最初 是 由 blazer 兄弟 设计 的 ， 他 在 1916年 为 studebaker 工作 。,设计,兄弟,16,7,6
216,白炽 灯泡 的 工作原理 是 用电 加热 灯泡 中 的 钨丝 直到 它 发光,灯泡,用电,11,1,5
217,在 里面 ， 海报 被 密封 在 严密 的 塑料 包装 里 。,海报,包装,4,3,10
218,橡树 由 橡子 长成,橡树,橡子,8,0,2
219,一个女孩 用 一根 木棒 拉 小提琴,一个女孩,小提琴,11,0,5
220,会员 使用 网站 告知 项目 和 活动,网站,项目,14,2,4
221,描述 飓风 造成 的 所有 伤害 已经 填满 了 整 本 书 ， 所以 这个 网页 总结 了 飓风 造成 的 全部 损失 ， 重点 介绍 了 在 纽约 长岛 所 造成 的 损失,伤害,飓风,1,5,18
222,然后 ， 将 无色 或 几乎 无色 的 amnii酒 放入 一盎司 的 小瓶 中 。,amnii酒,小瓶,6,8,12
223,信息 包括 由 有机体 引起 的 疾病 、 传播 、 地理 分布 和 宿主,疾病,有机体,1,6,3
224,水壶 里 的 水 蒸发 了,水,水壶,8,3,0
225,感染 是 烧伤病人 最 常见 的 死亡 原因 之 一 ， 尤其 是,感染,死亡,0,0,6
226,维京人 已经 融入 了 一个 和平 的 社会 ， 奇尔特西 和 阿宾顿 的 修道院 就 建 在 河边 。,修道院,河边,18,13,17
227,我们 在 小鼠 膀胱 内 放置 了 一块 双 支架 ， 以 研究 组织 反应 的 程度 。,一块,膀胱,4,7,3
228,在 希多希 的 管理 下 ， 这家 工厂 的 火器 产量 急剧 增加 。,工厂,火器,17,7,9
229,我 唯一 的 生姜 在 罐子 里 ， 所以 我 放 了 一个 大 茶匙,生姜,罐子,4,3,5
230,虽然 一个 商业 谜团 ， 经过 波兰 密码 分析 员 修改 以 匹配 一个 军事谜团 ， 使用 了 电话 插头 ， 但 实际 谜团 的 插板 上 的 插头 有 两个 插脚 ， 但 它们 的 电气 功能 仍然 与 电话 插头 相同,插头,插板,18,19,25
231,这本书 讲述 了 20世纪初 一位 受欢迎 的 部长 所 记录 的 故事,这本书,故事,14,0,11
232,当 车辆 在 碰撞 后 起火 时 ， 变压器 开始 一个 接 一个 地 爆炸,起火,碰撞,1,5,3
233,雾 或 烟 对 呼吸 敏感者 有 刺激 作用,雾,刺激,0,0,7
234,这 则 寓言 说明 了 已婚 人士 之间 嫉妒 的 力量 。,寓言,力量,14,2,10
235,人权 倡导者 点燃 火焰 ， 敦促 国际社会 ， 特别 是 中国 ， 为 苏丹达尔富尔 带来 安全,倡导者,火焰,11,1,3
236,在 印度 的 主要 城市 中 ， 它 拥有 第四 高 的 贫民窟 居民 人口 。,人口,居民,13,14,13
237,在 诽谤 中 ， 情况 是 被告 所作 的 陈述 损害 了 原告 的 名誉,被告,陈述,17,6,9
238,选民 回避 了 根本 问题,选民,问题,8,0,4
239,我 是 从一 个 堂兄 那里 买 了 一个 装 着 苹果 的 瓶子 作为 礼物 的,瓶子,苹果,5,13,11
240,这本书 从 女性主义 的 角度 批评 了 制度化 的 核心 家庭 。,这本书,家庭,14,0,10
241,这部 小说 描写 了 在 日本 北海 从事 捕蟹 和 罐头 船 工作 的 工人 的 艰苦 生活 。,小说,生活,14,1,17
242,直升机 在 机 载 士兵 的 作战 搜救 演示 中 降落 在 高高 的 草地 上 。,直升机,草地,6,0,14
243,背景音乐 被 添加 到 幻灯片 中,背景音乐,幻灯片,6,0,4
244,我们 多次 向 亚洲 发展 中 国家 进口 粮食,粮食,国家,6,8,6
245,当 这位 政治家 在 1776年 起草 了 一份 宪法 草案 时 ， 他 可能 没有 意识到 自己 很快 就会 在 几个 指定 的 职位 上 工作 。,政治家,草案,17,2,9
246,子宫内膜 的 变化 是 由 一种 叫做 黄体酮 的 激素 引起 的 。,变化,激素,1,2,9
247,我 给 植物 浇水,浇水,植物,6,3,2
248,椰子油 是 从 椰子树 成熟 椰子 的 果仁 或 肉 中 提取 的 。,椰子油,椰子油,9,0,0
249,案例 研究 ， 其中 一些 书 很 长 ， 对 科学 医学 做出 了 显著 的 贡献,研究,医学,18,1,11
250,下面 是 圣经 的 书单,书单,圣经,2,4,2
251,这 篇 文章 讨论 了 《 财富 》 杂志 招聘 广告 中 的 士兵 的 道德 问题 ， 这些 广告 导致 了 美国 各地 的 几起 谋杀案,广告,谋杀案,0,10,26
252,引用 语 用来 表示 另 一位 演讲者 或 作家 的 话,引用,话,18,0,10
253,在 采访 中 乔西 谈到 了 她 在 达德利 的 童年 和 家庭 。,采访,童年,14,1,10
254,这 间 小屋 有 3间 装饰 精美 的 卧室 ， 每 层 一间 ， 配有 定制 的 原木 床 ， 每个 都 有 自己 的 浴室,小屋,卧室,3,2,8
255,做 石工 的 石匠 干 得 很 出色,石匠,石工,17,3,1
256,哲学 是 一种 特殊 的 话语 ， 它 使用 语言 来 让 我们 获得 语言 之外 的 真理,哲学,语言,11,0,14
257,这些 细胞 被 注入 玻璃 体腔 。,细胞,体腔,6,1,5
258,这个 发展 中 国家 已 进入 21世纪,国家,21世纪,6,3,6
259,那位 著名 诗人 搬进 了 一家 医疗 中心,诗人,中心,6,2,7
260,作为 一般 规则 ， 本书 后面 的 章节 是 为了 在 前面 的 章节 之后 进行 研究 而 设计 的,章节,本书,2,7,4
261,黑猩猩 制造 工具 ， 用来 获取 食物 和 进行 社交 活动 。,黑猩猩,工具,17,0,2
262,光 信号 由 外部 调制 的 可 调谐 激光器 产生 ， 并 通过 锥形 光纤 引入 芯片,信号,激光器,1,1,8
263,这次 补选 是 由于 鲍里斯·约翰逊 在 5月 当选 伦敦 市长 后 辞职 引起 的 。,补选,辞职,1,1,11
264,由于 债券投机 导致 利率 结构 下降 ， 瑞士航空公司 成为 困扰 生产 部门 的 秘密 财富 转移 的 受害者 。,结构,债券投机,1,4,1
265,大地震 引发 的 海啸 使 这些 省份 陷入 危机 ， 死亡 和 失踪 人数 已 达 245782 人 。,海啸,大地震,1,3,0
266,人体 是 地球 的 产物 ， 所有 的 元素 都 来自 地球,元素,地球,8,8,11
267,这 基本上 是 一本 由 哈佛大学 的 一位 美国 历史学家 写 的 垃圾 的 伪 18世纪 小说,小说,历史学家,16,16,9
268,炭疽病 在 一个 手提箱 里 ， 埃及 人 应该 把 它 交给 加拿大 的 人 。,炭疽病,手提箱,4,0,3
269,里维埃拉假日俱乐部 由 几家 酒店 组成 （ 见 左页 ） ， 这些 酒店 位于 海滩 上 ， 在 一个 美丽 而 安静 的 公园 里 。,里维埃拉假日俱乐部,酒店,13,0,11
270,她 把 面包 放在 一个 菜篮子 里 ， 在 教室 里 传 来 传 去,面包,菜篮子,6,2,5
271,在 美国 ， 雌激素 的 优势 是 导致 骨质疏松症 、 癌症 、 卵巢囊肿 、 纤维瘤 和 许多 其他 女性 问题 的 主要 原因 之 一 。,雌激素,骨质疏松症,0,3,8
272,我 加入 了 一个 小组 ， 这个 小组 坐 公共汽车 去 朱拉花园 ， 开始 我们 的 散步 。,小组,公共汽车,11,4,9
273,国王 离开 公寓 后 ， 她 收回 了 手,国王,公寓,8,0,2
274,它 也 为 历史 文献 资源 提供 了 简明 的 指导,指导,资源,14,10,5
275,财富 名义 上 是 维持 生存 所需 的 商品 的 过剩 ， 但 这些 商品 的 性质 因 财富 的 使用 而 不同 。,过剩,商品,18,10,14
276,他 的 妻子 是 博客圈 的 参与者 ， 他 不 想 破坏 对 她 的 惊喜,妻子,博客圈,18,2,4
277,有关 移民 管理 规则 的 问题 的 答案 被 一个 接 一个 地 推 出来 了,问题,规则,14,5,3
278,这 艘船 基本上 是 从 港口 航行 到 海滩 的 一个 区域 ， 在那里 他们 应该 把 你 转移 到 一艘 小船 上 ， 然后 去 海滩,艘船,海滩,6,1,26
279,好消息 是 引起 休闲 用水 疾病 的 细菌 被 氯 杀死,细菌,疾病,0,7,5
280,政府 为 教育改革 投入 了 数十亿美元,数十亿美元,教育改革,6,5,2
281,流行 的 定义 源于 编辑 上 的 错误,定义,错误,8,2,7
282,这些 涡轮机 正在 制造 一个 低碳 排放 的 电力系统 ， 在 西雅图 ， 超过 90% 的 电力 来自 可 再生 能源 。,电力系统,低碳,18,8,5
283,威廉·麦克斯韦尔 将军 手下 一个 由 100名 神枪手 精心 挑选 的 团 在 周围 的 掩护 下 伏击 。,团,神枪手,13,10,6
284,这种 破坏 是 由 大脑 对 摄入 的 物质 的 敏感 反应 引起 的,破坏,物质,1,1,8
285,在 学生 发展 和 支持 的 整体 方法 框架 内 ， 学生 服务 也是 其他 职能 的 联络 点 ， 例如 学生 课外 参与 、 学生 参与 大学 治理 以及 学生会,学生,治理,18,1,28
286,上 一架 飞机 从 地球 上 起飞 已经 20多年 了,飞机,地球,8,2,4
287,市场 植根 于桑给巴尔 的 家庭 经济 结构 ， 因此 在 日常生活 中 发挥 着 不可 或 缺 的 作用 。,市场,结构,18,0,6
288,整个 检查 过程 已 按照 相关 指令 进行,检查,指令,18,1,6
289,即使 一个 抽象 的 主题 是 诗 的 中心 ， 诗人 仍然 使用 具体 的 意象 ， 以 使 它 更容易 接近,诗人,意象,11,10,15
290,油 页岩 下部 热解 产生 的 热 气体 通过 排气管 从 干馏塔中逸 出,气体,热解,0,7,3
291,注销 队列 用于 用户 以前 没有 看到 的 报告,队列,报告,18,1,8
292,这 对 夫妇 从 阿萨姆 北部 的 Tezpur 镇 来,夫妇,镇,8,2,8
293,因此 ， 在 学生 入 读 大学 后 发生 的 关键 互动 过程 中 ， 能力 没有 提供 任何 信息 。,学生,大学,12,3,6
294,他 也是 一部 小说 ， 一个 由 圣彼得堡 的 生物 科学家 编写 的 软件 程序 ， 也是 昨天 在 雷丁大学 举行 的 一场 寻找 世界上 第一台 有 思维 能力 的 计算机 竞赛 的 决赛 入围者 。,程序,生物,16,14,9
295,车身 顶盖 缩进 一个 碳罐,顶盖,碳罐,6,1,4
296,癌细胞 越来 越多 地 进入 骨骼,癌细胞,骨骼,6,0,5
297,这种 疼痛 是 由 寄生虫 在 洗澡 或 饮用 受 感染 的 水 时 通过 皮肤 进入 人体 引起 的 。,疼痛,寄生虫,1,1,4
298,反应 在 相当 低 的 温度 （ 5c ） 下 开始 ， 量 热计 从 40 ℃ 运行 到 130 ℃ 。,反应,温度,1,0,5
299,住宿 区 包括 大厅 、 楼下 、 休息室 、 厨房 、 三间 卧室 和 浴室 。,住宿,大厅,3,0,3
300,他 是 库克镇冈加德 的 委员会 成员,委员会,成员,13,4,5
301,因此 ， 猫 的 爪子 对 温度 的 变化 似乎 比 以前 认为 的 更为 敏感 ， 它 的 温度 敏感性 可以 与 灵长类 动物 的 手 相媲美 。,爪子,猫,2,4,2
302,印度 的 工作 列表 已 添加 到 我们 的 职业 部分,工作,职业,6,2,9
303,但 我们 一点 也 不 沾沾自喜 ， 我们 深知 在 招聘 方面 的 挑战 。,挑战,招聘,18,13,10
304,这 可以 通过 从 鼠标 按钮 上 拧 下 三个 或 四个 螺钉 来 实现,按钮,鼠标,2,5,4
305,布朗维尔 和 fontanelle 这 两个 有 影响力 的 城镇 也 于 当年 建立 。,城镇,当年,18,8,11
306,桌子 上 ， 一片 土豆片 已经 放在 一个 蒸馏水 烧杯 里 了 。,一片,烧杯,4,3,9
307,1956年 ， 一个 公路 工人 偶然 发现 了 一个 3.6亿年前 的 鱼类 化石 。,发现,工人,18,6,4
308,用户 友好 的 控制 装置 安装 在 轮椅 的 把手 上,把手,轮椅,2,9,7
309,这家 餐厅 利用 当地 农场 的 新鲜 农产品 和 有机 产品 制作 菜肴 ， 如 草地山 和 干 草堆 。,餐厅,产品,11,1,10
310,我 在 浦那市政公司 为 工程师 举办 了 一个 关于 能效 最佳 实践 的 培训 研讨会 。,实践,工程师,10,11,4
311,这 张 海报 宣传 1898年 的 裹尸布 展览,海报,展览,14,2,7
312,每 一块 毛毡 样品 都 装 在 一个 单独 的 玻璃 小瓶 里 ， 小瓶 里 装 着 铅 、 银 和 铜 的 抛光 毛坯,样品,小瓶,6,3,14
313,兄弟俩 在 构思 完 角色 后 写 了 这部 电影,兄弟俩,电影,17,0,9
314,在 其他 地方 ， 你 会 发现 一个 真正 的 财富 的 尴尬 ， 一首 又 一首 来自 伟大 的 布里尔 建筑 作家 丰富 想象力 的 歌曲 。,歌曲,作家,16,26,22
315,当 乌鸦 的 谋杀 和 喜鹊 的 窃笑 引发 了 一场 争夺 苏西·吴桉树 的 地盘 战争 时 ， 真正 的 赢家 是 苏西 的 猫 ， 手套 。,窃笑,喜鹊,13,7,5
316,警方 的 报告 把 焦点 放在 了 美国 的 自助 产业 上,警方,报告,17,0,2
317,螺旋线 偏离 了 核苷酸,螺旋线,核苷酸,18,0,3
318,羚羊角 生长 于 南加州沙漠山脉 ， 穿过 阿肯色州 ， 一直 延伸 到 堪萨斯州 。,羚羊角,南加州沙漠山脉,18,0,3
319,一个 非常 严重 的 问题 是 由 当天 的 事件 引起 的,问题,事件,1,4,9
320,他 把 狂欢者们 送进 了 聚会 。,狂欢者们,聚会,18,2,5
321,第一次 革命 是 由 越来 越多 的 阅读 和 写作 引起 的,革命,写作,1,1,9
322,美国 监管 机构 正在 调查 至少 一架 飞机 被 认为 飞行 不 安全 的 指控,机构,指控,18,2,14
323,电压 浪涌 或 尖峰 是 由 闪电 、 短路 、 电力公司 设备 问题 和 感应 尖峰 等 多种 原因 引起 的,浪涌,闪电,1,1,6
324,这 是 一个 艺术家 设计 的 纹身 图案,设计,艺术家,16,4,3
325,经济 复苏 乏力 脆弱 ， 危机 造成 的 经济 和 社会 损害 长期 存在,损害,危机,1,11,5
326,麦克风 把 声音 转换 成 电 信号,麦克风,信号,0,0,6
327,有 几位 作者 将 植入物 植入 了 受到 更高 辐射 剂量 影响 的 骨骼 中 。,植入物,骨骼,6,4,13
328,白瑞摩 一边 唱歌 ， 一边 在 商店 的 墙上 画花 。,墙上,商店,2,8,6
329,我 的 两个 朋友 上周末 搬进 了 我 的 公寓,朋友,公寓,6,3,9
330,由于 选址 设计 、 洪水 和 潮湿 等 原因 ， 葡萄酒 厂 遇到 了 挫折 和 技术 问题 ， 投资 成本 超出 了 最初 的 预算 。,挫折,设计,1,14,2
331,一名 以色列 妇女 错误 地 扔出 一张 床垫 ， 里面 放 着 钱 ， 在 多 个 垃圾 填埋场 对 成 吨 的 垃圾 进行 了 疯狂 的 搜查 。,床垫,钱,5,7,12
332,劳伦 在 这本 新书 中 也 探讨 了 双性恋 。,双性恋,新书,15,8,3
333,已 将 基本 数据项 添加 到 数据库 中,数据项,数据库,6,3,6
334,我 把 旅行 中 遇到 的 浣熊 面具 留给 韦斯 告诉你,面具,浣熊,13,7,6
335,周一 ， 孟买南部纳里曼 角 地区 一栋 多层建筑 的 一 楼 发生 火灾 。,火灾,多层建筑,18,11,6
336,记忆 储存 在 对 气味 有 反应 的 神经元 中,记忆,神经元,4,0,8
337,佩罗 版本 是 最 熟悉 的 灰姑娘 故事 的 来源 。,版本,故事,9,1,7
338,草莓果酱 是 使用 大量 草莓 的 完美 方法 ， 用 这个 草莓果酱 配方 很容易 制作,草莓果酱,草莓果酱,9,0,11
339,选择 正确 的 链锯 很重要 ， 因为 如果 你 选择 的 链锯 不能 胜任 手头 的 工作 ， 链锯 很快 就会 出现 故障 。,链锯,链锯,2,3,18
340,手 涂 底漆 工具 中 的 杆 很 长 ， 在 底漆 完全 就位 之 前 ， 手柄 会 触 底,杆,工具,2,6,3
341,演讲者 在 诗 的 开头 问 了 心爱的 人 一个 问题,演讲者,问题,17,0,10
342,强盗们 没 带 钱 就 跑出 了 商店,强盗们,商店,8,0,7
343,图画书 邀请 学生 对 复杂 的 种族 、 阶级 和 性别 问题 进行 批判性 的 讨论 。,讨论,问题,14,15,11
344,抗议者 小心翼翼 地 选择 了 一条 私人 道路 ， 以 免 给 公众 带来 不便,抗议者,道路,18,0,7
345,其中 一个 从 船上 跳 到 岸边 ， 变成 了 一堆 灰烬 ， 仿佛 他 已经 在 地球 上 生活 了 几百年,一堆,灰烬,13,10,11
346,出血 通常 起源于 鼻 后部 的 动脉,出血,动脉,8,0,6
347,许多 旧 产品 出口 到 发展 中 国家,产品,国家,6,2,7
348,然而 ， 由于 几种 化合物 的 作用 ， 葡萄酒 引起 的 头痛 往往 更 强烈 ， 持续 时间 更 长 。,头痛,葡萄酒,1,11,8
349,来自 各 领域 与 本 主题 相关 的 专家 参加 了 会议 ， 并 介绍 了 本 主题 的 具体 方面,领域,主题,18,2,17
350,法院 从 宪法 适用 的 假设 出发,法院,假设,8,0,5
351,容器 内 有 一杯 容量 ， 加上 额外 的 盖子 ， 可以 方便 地 储存 切碎 的 食物,容器,容量,18,0,4
352,在 歌曲 的 早期 ， 背景 歌手 重复 基督教 和 犹太赞美词 ， 哈利路亚,歌曲,歌手,18,1,6
353,180厘米 厚 的 混凝土 护盾 从 600厘米 的 半径 开始,护盾,半径,18,4,8
354,英国宇航系统公司 （ BAE Systems ） 董事长 迪克·奥尔弗 （ Dick Olver ） 在 伦敦 举行 的 武器 制造商 年会 上 发现 自己 在 两条 战线 上 展开 了 战斗,武器,制造商,16,15,16
355,这种 疾病 通过 感染 鼠疫 耶尔森菌 的 老鼠 身上 的 跳蚤 传播 给 人类 。,疾病,人类,6,1,13
356,太阳 和风 引起 水 的 蒸发 ， 引起 雨水 ， 这些 能量 可以 通过 水力发电 获得 。,太阳,蒸发,0,0,5
357,仙人掌鹪鹩 在 仙人 掌上 筑巢 ， 但 实际上 只有 一个 巢 。,仙人掌鹪鹩,筑巢,17,0,4
358,疲劳 腐蚀 和 应力 腐蚀 是 相似 的 ， 因为 两者 都是 由 施加 在 管道 上 的 外部 应力 引起 的 ， 并且 都 发生 在 管道 内部,疲劳,腐蚀,0,0,4
359,那 人 把 墨盒 放 进 打印机 里,墨盒,打印机,6,3,6
360,这 列 火车 每 侧 有 多达 六 组门 ， 以 缩短 乘客 在 车站 上 下车 的 时间,火车,组门,3,2,8
361,我 的 吉娃娃 在 过去两小时内 吃 了 一袋 绿茶,绿茶,一袋,4,8,7
362,机头 包含 一个 初级 线圈 ， 套筒 包含 一个 次级 线圈 ， 次级 线圈 感应 耦合 在一起 ， 以便 电磁 能 在 它们 之间 传输,机头,线圈,3,0,13
363,以前 ， 最终 用户 用 高速 钢拉刀 加工 扳手,用户,钢拉刀,11,3,6
364,当 这个 反复无常 的 年轻人 从 杰弗逊 的 公寓 里 跑出来 时 ， 事情 发展 到 了 极点 。,年轻人,公寓,8,4,8
365,她 的 守护 天使 走 在 她 前面 ， 用 一盏 头灯似 的 灯笼 照亮 了 道路 。,天使,灯笼,11,3,13
366,这种 感觉 从 语言 扩展 到 说 这种 语言 的 人,感觉,语言,18,1,8
367,它 是 诗人 想象力 创造 的 伊甸园 ， 外部 价值观 并没有 被 忽视 ， 而是 被 吸收 和 重新 创造 出来 的 。,诗人,想象力,18,2,3
